"State","Crop_Year","Crop","Area","Production","Fertilizer","Pesticide","Yield","Annual_Rainfall","Region"
"Karnataka",2006,"Cotton",375982,536329,48016661.22,82716.04,1.405,1146.3,"South"
"Kerala",2006,"Cotton",1300,1690,166023,286,1.3,3429.7,"South"
"Madhya Pradesh",2006,"Cotton",629739,820039,80423967.69,138542.58,1.118181818,1072.3,"Central"
"Maharashtra",2006,"Cotton",3106900,4617500,396782199,683518,1.454444444,1439.4,"West"
"Manipur",2006,"Cotton",210,70,26819.1,46.2,0.33,1533.561905,"North-east"
"Meghalaya",2006,"Cotton",7208,7738,920533.68,1585.76,1.05,2454.7,"North-east"
"Mizoram",2006,"Cotton",241,151,30778.11,53.02,0.79,2353,"North-east"
"Nagaland",2006,"Cotton",200,40,25542,44,0.335,1362.5,"North-east"
"Odisha",2006,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2006,"Cotton",57,40,7279.47,12.54,0.75,1434.5875,"South"
"Punjab",2006,"Cotton",604000,2678000,77136840,132880,4.236,569.6,"North"
"Tamil Nadu",2006,"Cotton",100339,220864,12814293.69,22074.58,2.281111111,927.9,"South"
"Telangana",2006,"Cotton",971806,2181944,124109344.3,213797.32,2.080952381,845.2,"South"
"Tripura",2006,"Cotton",1148,1598,146611.08,252.56,1.375,1764.3,"North-east"
"Uttar Pradesh",2006,"Cotton",5174,1105,660771.54,1138.28,0.197857143,590.5,"North"
"West Bengal",2006,"Cotton",5650,14678,721561.5,1243,3.898571429,1631.4,"East"
"Himachal Pradesh",2006,"Cotton",55,23,7024.05,12.1,0.5325,1207,"North"
"Jammu and Kashmir",2006,"Cotton",42,22,5363.82,9.24,0.5,1786.5,"North"
"Bihar",2006,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2006,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2006,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2006,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2006,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2006,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2007,"Cotton",1134000,3489000,151275600,181440,2.668,1004.2,"South"
"Assam",2007,"Cotton",1359,635,181290.6,217.44,0.445217391,2154.1,"North-east"
"Chhattisgarh",2007,"Cotton",50,68,6670,8,1.15,1246.2,"Central"
"Delhi",2007,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2007,"Cotton",2422000,8275700,323094800,387520,3.345909091,1021.6,"West"
"Haryana",2007,"Cotton",482474,1882000,64362031.6,77195.84,1.882777778,443.8,"North"
"Karnataka",2007,"Cotton",403029,704871,53764068.6,64484.64,1.809,1323.3,"South"
"Kerala",2007,"Cotton",1295,1680,172753,207.2,0.65,3489.6,"South"
"Madhya Pradesh",2007,"Cotton",617943,145959,82433596.2,98870.88,0.448571429,740.4,"Central"
"Maharashtra",2007,"Cotton",3195400,7014900,426266360,511264,2.172962963,1257.2,"West"
"Manipur",2007,"Cotton",210,70,28014,33.6,0.33,1435.7,"North-east"
"Meghalaya",2007,"Cotton",7186,6531,958612.4,1149.76,0.896666667,4702,"North-east"
"Mizoram",2007,"Cotton",87,11,11605.8,13.92,0.135,3095.2,"North-east"
"Nagaland",2007,"Cotton",150,40,20010,24,0.365,1769,"North-east"
"Odisha",2007,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2007,"Cotton",66,38,8804.4,10.56,0.615,1434.5875,"South"
"Punjab",2007,"Cotton",604000,2355000,80573600,96640,4.037272727,527.2,"North"
"Tamil Nadu",2007,"Cotton",99335,200673,13251289,15893.6,2.013928571,1067.2,"South"
"Telangana",2007,"Cotton",1134000,3489000,151275600,181440,2.668,1004.2,"South"
"Tripura",2007,"Cotton",1110,1504,148074,177.6,1.3425,2831.8,"North-east"
"Uttar Pradesh",2007,"Cotton",4260,1162,568284,681.6,0.247272727,672.9,"North"
"West Bengal",2007,"Cotton",8230,13198,1097882,1316.8,2.47,2007.5,"East"
"Himachal Pradesh",2007,"Cotton",63,29,8404.2,10.08,0.506666667,1095.4,"North"
"Jammu and Kashmir",2007,"Cotton",64,33,8537.6,10.24,0.5,1042.2,"North"
"Bihar",2007,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2007,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2007,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2007,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2007,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2007,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2008,"Cotton",1398900,3568251,200098656,125901,2.456363636,944.6,"South"
"Assam",2008,"Cotton",1340,631,191673.6,120.6,0.5688,2109.9,"North-east"
"Chhattisgarh",2008,"Cotton",25,32,3576,2.25,1.25,1117.9,"Central"
"Delhi",2008,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2008,"Cotton",2353600,7013800,336658944,211824,3.120434783,746.1,"West"
"Haryana",2008,"Cotton",456086,1862000,65238541.44,41047.74,1.7835,715.6,"North"
"Karnataka",2008,"Cotton",409024,825071,58506792.96,36812.16,1.9425,1164.1,"South"
"Kerala",2008,"Cotton",1152,1498,164782.08,103.68,1.3,2524.8,"South"
"Madhya Pradesh",2008,"Cotton",612277,143451,87580102.08,55104.93,0.199047619,895,"Central"
"Maharashtra",2008,"Cotton",3146000,4752300,450003840,283140,1.516296296,1052.8,"West"
"Manipur",2008,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2008,"Cotton",7106,5617,1016442.24,639.54,0.823333333,3114.3,"North-east"
"Mizoram",2008,"Cotton",207,102,29609.28,18.63,0.468333333,1912.1,"North-east"
"Nagaland",2008,"Cotton",110,60,15734.4,9.9,0.53,1540.9,"North-east"
"Odisha",2008,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2008,"Cotton",48,39,6865.92,4.32,0.81,1434.5875,"South"
"Punjab",2008,"Cotton",527000,2285000,75382080,47430,4.371818182,691.3,"North"
"Tamil Nadu",2008,"Cotton",114516,187673,16380368.64,10306.44,1.797586207,1201.9,"South"
"Telangana",2008,"Cotton",1398900,3568251,200098656,125901,2.456363636,944.6,"South"
"Tripura",2008,"Cotton",969,1424,138605.76,87.21,1.435,1827.8,"North-east"
"Uttar Pradesh",2008,"Cotton",3556,781,508650.24,320.04,0.231111111,891.6,"North"
"West Bengal",2008,"Cotton",2780,6023,397651.2,250.2,2.32875,1560.1,"East"
"Himachal Pradesh",2008,"Cotton",45,21,6436.8,4.05,0.48,1357.1,"North"
"Jammu and Kashmir",2008,"Cotton",0,0,0,0,0,0,"North"
"Bihar",2008,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2008,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2008,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2008,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2008,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2008,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2009,"Cotton",1467025,3232025,228591835.5,249394.25,2.209090909,711,"South"
"Assam",2009,"Cotton",1646,782,256479.72,279.82,0.51625,1727.1,"North-east"
"Chhattisgarh",2009,"Cotton",18,0,2804.76,3.06,0,956.9,"Central"
"Delhi",2009,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2009,"Cotton",2464400,7401000,384002808,418948,3.094782609,618,"West"
"Haryana",2009,"Cotton",505082,1918000,78701877.24,85863.94,1.896111111,393,"North"
"Karnataka",2009,"Cotton",456802,705079,71178887.64,77656.34,1.6005,1321,"South"
"Kerala",2009,"Cotton",1018,1324,158624.76,173.06,1.3,2821.5,"South"
"Madhya Pradesh",2009,"Cotton",623072,132478,97087079.04,105922.24,0.198421053,904.1,"Central"
"Maharashtra",2009,"Cotton",3391500,5111200,528463530,576555,1.444230769,1002.4,"West"
"Manipur",2009,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2009,"Cotton",6891,5491,1073755.62,1171.47,0.82,2995.9,"North-east"
"Mizoram",2009,"Cotton",201,129,31319.82,34.17,0.653333333,2086.3,"North-east"
"Nagaland",2009,"Cotton",90,40,14023.8,15.3,0.465,1225.9,"North-east"
"Odisha",2009,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2009,"Cotton",10,8,1558.2,1.7,0.89,1434.5875,"South"
"Punjab",2009,"Cotton",511000,2006000,79624020,86870,4.052727273,371.3,"North"
"Tamil Nadu",2009,"Cotton",104095,225448,16220082.9,17696.15,2.502333333,928.5,"South"
"Telangana",2009,"Cotton",1467025,3232025,228591835.5,249394.25,2.209090909,711,"South"
"Tripura",2009,"Cotton",965,1437,150366.3,164.05,1.4625,2004.2,"North-east"
"Uttar Pradesh",2009,"Cotton",4971,838,774581.22,845.07,0.1875,585.8,"North"
"West Bengal",2009,"Cotton",1289,3262,200851.98,219.13,1.764,1317.2,"East"
"Himachal Pradesh",2009,"Cotton",8,2,1246.56,1.36,0.335,969.9,"North"
"Jammu and Kashmir",2009,"Cotton",17,9,2648.94,2.89,0.555,751.7,"North"
"Bihar",2009,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2009,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2009,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2009,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2009,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2009,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2010,"Cotton",1784237,3890277,296379608.1,428216.88,1.980454545,1297,"South"
"Assam",2010,"Cotton",1398,650,232221.78,335.52,0.528333333,2578.5,"North-east"
"Chhattisgarh",2010,"Cotton",12,20,1993.32,2.88,1.655,1283.1,"Central"
"Delhi",2010,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2010,"Cotton",2623200,9825300,435739752,629568,3.313043478,1107.5,"West"
"Haryana",2010,"Cotton",493228,1747000,81930103.08,118374.72,2.095,639.2,"North"
"Karnataka",2010,"Cotton",547485,1150117,90942733.35,131396.4,2.0094545455,1317.7,"South"
"Kerala",2010,"Cotton",0,0,0,0,0,0,"South"
"Madhya Pradesh",2010,"Cotton",586270,1006894,97385309.7,140704.8,1.465555556,856.3,"Central"
"Maharashtra",2010,"Cotton",3941900,7472500,654789009,946056,1.861538462,1389,"West"
"Manipur",2010,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2010,"Cotton",6816,5571,1132205.76,1635.84,0.823333333,3119.7,"North-east"
"Mizoram",2010,"Cotton",151,113,25082.61,36.24,0.6425,2738.7,"North-east"
"Nagaland",2010,"Cotton",100,50,16611,24,0.5,1771.8,"North-east"
"Odisha",2010,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2010,"Cotton",5,5,830.55,1.2,1,1434.5875,"South"
"Punjab",2010,"Cotton",483000,1822000,80231130,115920,3.643636364,392.7,"North"
"Tamil Nadu",2010,"Cotton",120765,247930,20060274.15,28983.6,2.360344828,1095.2,"South"
"Telangana",2010,"Cotton",1784237,3890277,296379608.1,428216.88,1.980454545,1297,"South"
"Tripura",2010,"Cotton",1063,1574,176574.93,255.12,1.4775,2348.3,"North-east"
"Uttar Pradesh",2010,"Cotton",3734,673,620254.74,896.16,0.168461538,742.6,"North"
"West Bengal",2010,"Cotton",631,1092,104815.41,151.44,1.763333333,1096,"East"
"Himachal Pradesh",2010,"Cotton",8,13,1328.88,1.92,1.355,1319.8,"North"
"Jammu and Kashmir",2010,"Cotton",27,15,4484.97,6.48,0.57,1352,"North"
"Bihar",2010,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2010,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2010,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2010,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2010,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2010,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2011,"Cotton",2062999,3181907,345593592.5,680789.67,1.548181818,861.9,"South"
"Assam",2011,"Cotton",1230,581,206049.6,405.9,0.595652174,1743.4,"North-east"
"Chhattisgarh",2011,"Cotton",85,120,14239.2,28.05,1.06,1302.7,"Central"
"Delhi",2011,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2011,"Cotton",3003100,10374600,503079312,991023,3.286521739,890.5,"West"
"Haryana",2011,"Cotton",601756,2621000,100806165.1,198579.48,2.338888889,471.5409091,"North"
"Karnataka",2011,"Cotton",569740,1202566,95442844.8,188014.2,1.8273376625,1178.986364,"South"
"Kerala",2011,"Cotton",0,0,0,0,0,0,"South"
"Madhya Pradesh",2011,"Cotton",616858,1153463,103336052.2,203563.14,1.800952381,852.6,"Central"
"Maharashtra",2011,"Cotton",4166700,6820100,698005584,1375011,1.7416,1174.095455,"West"
"Manipur",2011,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2011,"Cotton",6871,6389,1151029.92,2267.43,0.903333333,4083.104545,"North-east"
"Mizoram",2011,"Cotton",158,109,26468.16,52.14,0.63,2439.340909,"North-east"
"Nagaland",2011,"Cotton",110,60,18427.2,36.3,0.53,1544.354545,"North-east"
"Odisha",2011,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2011,"Cotton",8,8,1340.16,2.64,1,1434.5875,"South"
"Punjab",2011,"Cotton",515000,1621000,86272800,169950,3.010909091,705.2,"North"
"Tamil Nadu",2011,"Cotton",135805,381769,22750053.6,44815.65,2.9334615385,926.5,"South"
"Telangana",2011,"Cotton",2062999,3181907,345593592.5,680789.67,1.548181818,861.9,"South"
"Tripura",2011,"Cotton",949,1348,158976.48,313.17,1.4275,2295.609091,"North-east"
"Uttar Pradesh",2011,"Cotton",3842,911,643611.84,1267.86,0.236,777.4,"North"
"West Bengal",2011,"Cotton",143,431,23955.36,47.19,2.93,1686.5,"East"
"Himachal Pradesh",2011,"Cotton",19,43,3182.88,6.27,2.21,1108.3,"North"
"Jammu and Kashmir",2011,"Cotton",13,7,2177.76,4.29,0.57,887.6,"North"
"Bihar",2011,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2011,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2011,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2011,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2011,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2011,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2012,"Cotton",2402000,5600000,362221600,744620,2.440454545,968.7,"South"
"Assam",2012,"Cotton",1802,863,271741.6,558.62,0.489583333,2167.5,"North-east"
"Chhattisgarh",2012,"Cotton",131,138,19754.8,40.61,1.154,1366.8,"Central"
"Delhi",2012,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2012,"Cotton",2457200,4950900,370545760,761732,2.389130435,460.6,"West"
"Haryana",2012,"Cotton",592640,2378000,89370112,183718.4,2.352631579,307.9,"North"
"Karnataka",2012,"Cotton",497025,1090751,74951370,154077.75,1.981018116,956.2,"South"
"Kerala",2012,"Cotton",0,0,0,0,0,0,"South"
"Madhya Pradesh",2012,"Cotton",593642,1162620,89521213.6,184029.02,1.714444444,1049.5,"Central"
"Maharashtra",2012,"Cotton",4187000,6793000,631399600,1297970,1.9308,1003.4,"West"
"Manipur",2012,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2012,"Cotton",7250,8359,1093300,2247.5,1.126666667,2945.3,"North-east"
"Mizoram",2012,"Cotton",7,6,1055.6,2.17,0.79,2050.2,"North-east"
"Nagaland",2012,"Cotton",0,0,0,0,0,0,"North-east"
"Odisha",2012,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2012,"Cotton",12,9,1809.6,3.72,0.75,1098.3,"South"
"Punjab",2012,"Cotton",481000,1627000,72534800,149110,3.318181818,338.9,"North"
"Tamil Nadu",2012,"Cotton",117417,208517,17706483.6,36399.27,2.005555556,706.8,"South"
"Telangana",2012,"Cotton",2402000,5600000,362221600,744620,2.440454545,968.7,"South"
"Tripura",2012,"Cotton",922,1341,139037.6,285.82,1.3525,1882.2,"North-east"
"Uttar Pradesh",2012,"Cotton",5074,1184,765159.2,1572.94,0.218333333,746.3,"North"
"West Bengal",2012,"Cotton",418,1556,63034.4,129.58,2.82,1566,"East"
"Himachal Pradesh",2012,"Cotton",2,1,301.6,0.62,0.25,1035,"North"
"Jammu and Kashmir",2012,"Cotton",0,0,0,0,0,0,"North"
"Bihar",2012,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2012,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2012,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2012,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2012,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2012,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2013,"Cotton",676614,2187964,97763956.86,182685.78,2.5777564105,1062.3,"South"
"Assam",2013,"Cotton",1140,537,164718.6,307.8,0.469166667,1797.7,"North-east"
"Chhattisgarh",2013,"Cotton",49,70,7080.01,13.23,1.736666667,1418.3,"Central"
"Delhi",2013,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2013,"Cotton",2608410,10511576,376889160.9,704270.7,3.703043478,1006.5,"West"
"Haryana",2013,"Cotton",567000,2027000,81925830,153090,3.331666667,452.2,"North"
"Karnataka",2013,"Cotton",661977,1877190,95649056.73,178733.79,2.77487193366667,1235.6,"South"
"Kerala",2013,"Cotton",0,0,0,0,0,0,"South"
"Madhya Pradesh",2013,"Cotton",573812,1225443,82910095.88,154929.24,1.891875,1451.4,"Central"
"Maharashtra",2013,"Cotton",4159500,8834200,601006155,1123065,2.0644,1409.8,"West"
"Manipur",2013,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2013,"Cotton",7275,8602,1051164.75,1964.25,1.126,2448.4,"North-east"
"Mizoram",2013,"Cotton",107,81,15460.43,28.89,0.71,1848.8,"North-east"
"Nagaland",2013,"Cotton",120,70,17338.8,32.4,0.585,1350.9,"North-east"
"Odisha",2013,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2013,"Cotton",67,50,9680.83,18.09,0.87,1083.2,"South"
"Punjab",2013,"Cotton",446000,1495000,64442540,120420,3.409090909,586.6,"North"
"Tamil Nadu",2013,"Cotton",150963,416560,21812643.87,40760.01,2.6469444445,740.9,"South"
"Telangana",2013,"Cotton",2389444,6453269,345250763.56,645149.88,2.53813390333333,1157.76666666667,"South"
"Tripura",2013,"Cotton",949,1395,137121.01,256.23,1.45375,2043.5,"North-east"
"Uttar Pradesh",2013,"Cotton",3901,884,563655.49,1053.27,0.22125,995.2,"North"
"West Bengal",2013,"Cotton",364,1318,52594.36,98.28,3.43,1939.9,"East"
"Himachal Pradesh",2013,"Cotton",4,2,577.96,1.08,0.415,1216.9,"North"
"Jammu and Kashmir",2013,"Cotton",0,0,0,0,0,0,"North"
"Bihar",2013,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2013,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2013,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2013,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2013,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2013,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2014,"Cotton",821077,2751284,123949783.92,270955.41,2.9616483515,687.6,"South"
"Assam",2014,"Cotton",912,428,137675.52,300.96,0.5344,1899,"North-east"
"Chhattisgarh",2014,"Cotton",59,75,8906.64,19.47,0.976666667,1274.7,"Central"
"Delhi",2014,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2014,"Cotton",2883793,9233677,435337391.3,951651.69,3.495666667,605.6,"West"
"Haryana",2014,"Cotton",647000,1939000,97671120,213510,2.907692308,301.3,"North"
"Karnataka",2014,"Cotton",875934,2313338,132230996.6,289058.22,1.96420454533333,1238.5,"South"
"Kerala",2014,"Cotton",0,0,0,0,0,0,"South"
"Madhya Pradesh",2014,"Cotton",637000,738000,96161520,210210,0.912777778,891.2,"Central"
"Maharashtra",2014,"Cotton",4189900,3577100,632507304,1382667,0.9664,1001.6,"West"
"Manipur",2014,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2014,"Cotton",7305,9024,1102762.8,2410.65,1.186,3484.4,"North-east"
"Mizoram",2014,"Cotton",91,58,13737.36,30.03,0.644,2029.9,"North-east"
"Nagaland",2014,"Cotton",120,70,18115.2,39.6,0.585,1333.3,"North-east"
"Odisha",2014,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2014,"Cotton",94,180,14190.24,31.02,1.725,1330,"South"
"Punjab",2014,"Cotton",420000,1342000,63403200,138600,3.324444444,382.7,"North"
"Tamil Nadu",2014,"Cotton",186693,598939,28183175.28,61608.69,3.246421958,911.3,"South"
"Telangana",2014,"Cotton",1662925,3583327,251035158,548765.25,2.068888889,746.4,"South"
"Tripura",2014,"Cotton",904,1347,136467.84,298.32,1.4725,2015.7,"North-east"
"Uttar Pradesh",2014,"Cotton",6317,1886,953614.32,2084.61,0.294,616.4,"North"
"West Bengal",2014,"Cotton",615,1574,92840.4,202.95,2.56,1483.5,"East"
"Himachal Pradesh",2014,"Cotton",4,2,603.84,1.32,0.39,1019.9,"North"
"Jammu and Kashmir",2014,"Cotton",0,0,0,0,0,0,"North"
"Bihar",2014,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2014,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2014,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2014,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2014,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2014,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2015,"Cotton",666065,1817283,105178324.14,219801.45,2.3746153845,940.7,"South"
"Assam",2015,"Cotton",921,439,145435.11,303.93,0.536666667,2155.3,"North-east"
"Chhattisgarh",2015,"Cotton",49,94,7737.59,16.17,2.0325,1136,"Central"
"Delhi",2015,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2015,"Cotton",2721598,7542431,429767540.2,898127.34,2.913333333,584.3,"West"
"Haryana",2015,"Cotton",615000,995000,97114650,202950,1.739285714,426.8,"North"
"Karnataka",2015,"Cotton",641884,1152047,101359902.44,211821.72,1.758910534,1024.9,"South"
"Kerala",2015,"Cotton",109,196,17212.19,35.97,1.8,2602.9,"South"
"Madhya Pradesh",2015,"Cotton",562000,714000,88745420,185460,1.224545455,1000.7,"Central"
"Maharashtra",2015,"Cotton",4207200,3913930,664358952,1388376,0.8904,875.7,"West"
"Manipur",2015,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2015,"Cotton",7295,8928,1151953.45,2407.35,1.176,3870.8,"North-east"
"Mizoram",2015,"Cotton",176,77,27792.16,58.08,0.612,2310.8,"North-east"
"Nagaland",2015,"Cotton",130,80,20528.3,42.9,0.615,1308.3,"North-east"
"Odisha",2015,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2015,"Cotton",118,271,18633.38,38.94,1.795,1980.6,"South"
"Punjab",2015,"Cotton",339000,393000,53531490,111870,1.264444444,512.6,"North"
"Tamil Nadu",2015,"Cotton",148087,326659,23384418.17,48868.71,2.5423544975,1201.9,"South"
"Telangana",2015,"Cotton",1773256,3733072,280014855,585174.48,1.973333333,747.9,"South"
"Tripura",2015,"Cotton",904,1365,142750.64,298.32,1.49125,2334.4,"North-east"
"Uttar Pradesh",2015,"Cotton",7688,2658,1214012.08,2537.04,0.307692308,596.7,"North"
"West Bengal",2015,"Cotton",451,1326,71217.41,148.83,2.94,1717,"East"
"Himachal Pradesh",2015,"Cotton",0,0,0,0,0,0,"North"
"Jammu and Kashmir",2015,"Cotton",2,1,315.82,0.66,0.5,1572.6,"North"
"Bihar",2015,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2015,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2015,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2015,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2015,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2015,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2016,"Cotton",471529,1564073,72261819.25,165035.15,2.417252747,890,"South"
"Assam",2016,"Cotton",882,427,135166.5,308.7,0.567272727,2296.8,"North-east"
"Chhattisgarh",2016,"Cotton",79,147,12106.75,27.65,2.162,1298.9,"Central"
"Delhi",2016,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2016,"Cotton",2390944,5155549,366412168,836830.4,2.946333333,710.5,"West"
"Haryana",2016,"Cotton",571100,2046300,87521075,199885,3.212941176,554.7,"North"
"Karnataka",2016,"Cotton",509567,1023922,78091142.75,178348.45,1.357152174,1147.2,"South"
"Kerala",2016,"Cotton",80,120,12260,28,1.5,2924.3,"South"
"Madhya Pradesh",2016,"Cotton",6e+05,947000,91950000,210000,1.417,1048.4,"Central"
"Maharashtra",2016,"Cotton",4212480,10754986,645562560,1474368,2.6268,1151.1,"West"
"Manipur",2016,"Cotton",0,0,0,0,0,0,"North-east"
"Meghalaya",2016,"Cotton",7255,8707,1111828.75,2539.25,1.156,3837.1,"North-east"
"Mizoram",2016,"Cotton",71,24,10880.75,24.85,0.426666667,2626.8,"North-east"
"Nagaland",2016,"Cotton",130,80,19922.5,45.5,0.615,1959.8,"North-east"
"Odisha",2016,"Cotton",0,0,0,0,0,0,"East"
"Puducherry",2016,"Cotton",296,539,45362,103.6,1.785,1391.3,"South"
"Punjab",2016,"Cotton",285000,1267000,43676250,99750,4.2325,635.9,"North"
"Tamil Nadu",2016,"Cotton",148211,201516,22713335.75,51873.85,1.442685185,912.4,"South"
"Telangana",2016,"Cotton",1408760,3444408,215892470,493066,2.445666667,942.6,"South"
"Tripura",2016,"Cotton",870,1358,133327.5,304.5,1.55125,2475.3,"North-east"
"Uttar Pradesh",2016,"Cotton",5635,2018,863563.75,1972.25,0.357272727,965.3,"North"
"West Bengal",2016,"Cotton",275,872,42143.75,96.25,3.17,1795.8,"East"
"Himachal Pradesh",2016,"Cotton",30,12,4597.5,10.5,0.37,1373.9,"North"
"Jammu and Kashmir",2016,"Cotton",4,2,613,1.4,0.5,902.8,"North"
"Bihar",2016,"Cotton",0,0,0,0,0,0,"East"
"Uttarakhand",2016,"Cotton",0,0,0,0,0,0,"North"
"Jharkhand",2016,"Cotton",0,0,0,0,0,0,"East"
"Arunachal Pradesh",2016,"Cotton",0,0,0,0,0,0,"North-east"
"Goa",2016,"Cotton",0,0,0,0,0,0,"West"
"Sikkim",2016,"Cotton",0,0,0,0,0,0,"North-east"
"Andhra Pradesh",2017,"Cotton",646039,2087870,101712380.18,245494.82,2.3883846155,868.2,"South"
"Assam",2017,"Cotton",771,378,121386.24,292.98,0.602777778,2098.563636,"North-east"
"Chhattisgarh",2017,"Cotton",478,802,75256.32,181.64,1.9925,1124.5,"Central"
"Delhi",2017,"Cotton",0,0,0,0,0,0,"North"
"Gujarat",2017,"Cotton",2626487,10112737,413514113.3,998065.06,3.962,814.8,"West"
"Haryana",2017,"Cotton",668500,1622500,105248640,254030,2.69375,417.1,"North"
"Karnataka",2017,"Cotton",546944,1844086,86110863.36,207838.72,1.894318182,1111.7,"South"
"Kerala",2017,"Cotton",84,132,13224.96,31.92,1.57,2664.8,"South"
"Madhya Pradesh",2017,"Cotton",603190,953120,94966233.6,229212.2,1.484,800,"Central"
